Schulart;Ort;Name;Schulnummer;Strasse;PLZ;Telefon;URL
GS;Mainz;"GS Mainz-Marienborn";15303;"Gottfried Schwalbachstr. 35";55127;(06131)362516;
GS;Mainz;"GS Mainz-Mombach-West";11259;"Am Lemmchen 48";55120;(06131)968154;http://www.lemmchenschule-mainz-mombach.de
GS;Mainz;"GS Mainz-Oberstadt Martinus";20737;"Generaloberst-Beck-Str. 9";55129;(06131)95300-0;http://martinusschule-oberstadt.de
GS;Mainz;"GS Mainz-Weisenau Martinus";20753;"Heinrich-Schrohe-Str. 10";55130;(06131)839207;http://www.martinus-schule-mainz-weisenau.de
GS;Mainz;"GS Mainz-Weisenau Schiller";18246;"Portlandstr. 26";55130;(06131)833298;http://www.schillerschule-mainz.de
GS;Mainz;"GS Mainz-Zahlbach";15317;"Am Wildgraben 29";55128;(06131)369045;http://www.gs-roemersteine.bildung-rp.de
GY;Mainz;"GY Mainz Frauenlob";50417;"Adam-Karrillon-Str. 35";55118;(06131)612558;http://www.frauenlob.de
GY;Mainz;"GY Mainz Gutenberg";50507;"An der Philippsschanze 5";55131;(06131)9061550;http://www.gutenberg-gymnasium.de
GY;Mainz;"GY Mainz Maria-Ward";50090;"Ballplatz 1-3";55116;(06131)260122;http://www.mws-mainz.de
GY;Mainz;"GY Mainz Rabanus-Maurus";50224;"Am 117er Ehrenhof 2";55118;(06131)9503070;http://www.rama-mainz.de
GY;Mainz;"GY Mainz Schloß";50567;"Greiffenklaustr. 2";55116;(06131)907240;http://www.schloss-online.de
GY;Mainz;"GY Mainz Theresianum";51321;"Oberer Laubenheimer Weg 58";55131;(06131)982440;http://www.theresianum-mainz.de
GY;Mainz;"GY Mainz Willigis";50030;"Willigisplatz 2";55116;(06131)286760;http://www.willigis-online.de
GY;Mainz;"GY Mainz-Gonsenheim";51064;"An Schneiders Mühle 1";55122;(06131)906560;http://www.osg-mainz.de
GY;Mainz;"GY Mainz-Oberstadt";51485;"Hechtsheimer Str. 29";55131;"06131 629740";http://www.gymnasium-oberstadt.de
IGS;Mainz;"IGS Mainz Anna Seghers";70185;"Berliner Str. 53";55131;06131-95240-0;http://igsas.de
IGS;Mainz;"IGS Mainz Bretzenheim";70035;"Hans-Böckler-Str. 2";55128;(06131)99310;www.igsmz.net
IGS;Mainz;"IGS Mainz Hechtsheim";70351;"Ringstr. 41b";55129;"06131 250760";http://www.igs-mainz-hechtsheim.de/
KOLL/AGY;Mainz;"Koll/AGY Mainz";59000;"Rektor-Plum-Weg 10";55122;(06131)588920;http://www.ketteler-kolleg.de
RS;Mainz;"RS Mainz Willigis";40101;"Willigisplatz 2";55116;(06131)286760;http://www.willigis-online.de
RS+;Mainz;"RS+ Mainz Anne Frank";40008;"Petersplatz 2";55116;06131/9060420;http://www.afr-mainz.de
RS+;Mainz;"RS+ Mainz-Lerchenberg";41016;"Hindemithstr. 1-5";55127;(06131)71138;http://www.rsplus-mainz-lerchenberg.de
RS+FOS;Mainz;"RS+FOS Mainz Kanonikus-Kir";40955;"An Schneiders Mühle 2";55122;(06131)972280;http://www.kkr-mainz.de
FOES;Mainz;"SFG Mainz";30245;"An der Bruchspitze 50";55122;(06131)324732;http://peter-jordan-schule-mainz.de
FOES;Mainz;"SFL Mainz";30979;"Generaloberst-Beck-Str. 1";55129;(06131)53966;
FOES;Mainz;"SFS Mainz";31717;"John F. Kennedy-Str. 5-7";55122;(06131)324726;http://www.astrid-lindgren-schule-mainz.de
STUDSEM;Mainz;"StudSem BBS Mainz";90501;"Wallstraße 98";55122;(06131)720230;http://studienseminar.rlp.de/bbs/mainz.html
STUDSEM;Mainz;"StudSem GS Mainz";90003;"An der Fahrt 4";55124;"(06131) 2770130";http://www.seminar-gsmz.bildung-rp.de
STUDSEM;Mainz;"StudSem GY Mainz";90204;"Rheinstr. 105-107";55116;(06131)968124;
GS;Malborn;"GS Malborn";15407;"Hauptstr. 61";54426;(06504)8078;http://www.grundschule-malborn.de
GS;Mandern;"GS Mandern";23846;"Schulstr. 2";54429;(06589)613;
GS;Manderscheid;"GS Manderscheid";15347;"Cusanusstr. 7";54531;(06572)921650;
RS+;Manderscheid;"RS+ Manderscheid";41796;"Cusanusstr. 7";54531;(06572)921611;http://www.rsplus-manderscheid.de
GS;Marienrachdorf;"GS Marienrachdorf";24268;Schulstr.;56242;(02626)5565;http://www.grundschule-marienrachdorf.de
GS;Maring-Noviand;"GS Maring-Noviand";15350;"Serginer Platz";54484;(06535)290;
GS;Marnheim;"GS Marnheim";15363;"Kirchstr. 17";67297;(06352)2557;
GS;Maßweiler;"GS Maßweiler";22572;"Schulstr. 28";66506;(06334)1337;http://www.gs-massweiler.de
GS;Mastershausen;"GS Mastershausen";26673;Kirchstr.;56869;(06545)910100;http://www.grundschule-mastershausen.de
GS;Mauchenheim;"GS Mauchenheim";22585;"Schulstr. 6";67294;(06352)4862;
GS;Maxdorf;"GS Maxdorf";15410;"Carl-Bosch-Str. 16 A";67133;(06237)7007;
GY;Maxdorf;"GY Maxdorf";51455;"Schulstraße 4";67133;06237/9243350;http://gymnasium-maxdorf.de
RS+;Maxdorf;"RS+ Maxdorf-Lambsheim";41092;"Schulstr. 1";67133;(06237)9243310;http://www.liebig-realschue-plus.de
BBS;Mayen;"BBS Mayen";60089;"Gerberstr. 1";56727;(02651)98910;http://www.bbs-mayen.de
GS;Mayen;"GS Mayen Clemens";12780;Habsburgring;56727;(02651)903031;
GS;Mayen;"GS Mayen Hausen";15437;"Bahnhofstr. 2";56727;(02651)490815;http://www.grundschule-martinsburg.de
GS;Mayen;"GS Mayen Hinter Burg";13921;Einsteinstr.;56727;(02651)903041;
GS;Mayen;"GS Mayen St. Veit";11139;"Koblenzer Str. 133";56727;"(02651) 947718";http://www.sanktveitschule.de
GS;Mayen;"GS Mayen-Kürrenberg";14882;"St. Bernhard-Str. 16";56727;(02651)903020;http://www.grundschule-kuerrenberg.de/
GY;Mayen;"GY Mayen";50943;"Am Knüppchen 1";56727;(02651)96940;http://www.megina-gymnasium-mayen.de/
RS+;Mayen;"RS+ Mayen";40337;"Joignystr. 5";56727;(02651)970820;http://www.realschule-mayen.com
FOES;Mayen;"SFE Mayen";31900;"Polcher Str.";56727;02651)8008-80/81;
FOES;Mayen;"SFG Mayen";30439;"Genovevastr. 48";56727;(02651)900513;http://www.genoveva-schule.bildung-rp.de
FOES;Mayen;"SFL Mayen";30742;"St.-Veit-Str. 3";56727;(02651)900516;http://elisabeth-schule-mayen.de
GS;Meckenheim;"GS Meckenheim";15440;"Schulstr. 1";67149;(06326)8741;
GS;Mehlbach;"GS Mehlbach";15453;"Hauptstr. 25";67735;(06301)9085;
GS;Mehlingen;"GS Mehlingen";15467;"Hauptstr. 11";67678;(06303)6566;http://www.gs-mehlingen.de
GS;Mehren;"GS Mehren";15470;"Kapellenstr. 13";54552;(06592)3225;http://www.gtgs.mehren.de
GS;Mehring;"GS Mehring";22599;Peter-Vogt-Str.;54346;(06502)2181;
GS;Meisenheim;"GS Meisenheim";15483;"Präses-Held-Str. 7";55590;(06753)2696;http://www.grundschule-meisenheim.de
GY;Meisenheim;"GY Meisenheim";50180;"Präses-Held-Str. 1";55590;(06753)93930;http://www.paul-schneider-gymnasium.de
RS+;Meisenheim;"RS+ Meisenheim";41436;Carl-Hellermann-Str.;55590;(06753)123769-0;
FOES;Meisenheim;"SFGM Meisenheim";30082;"Talweg 16";55590;(06753)10298;http://www.kreuznacherdiakonie.de/bodels
GS;Melsbach;"GS Melsbach";15496;Friedrich-Ebert-Str.;56581;(02634)8305;
GS;Mendig;"GS Mendig";16367;"Friedrich-Ebert-Str. 1";56743;(02652)4534;
RS+FOS;Mendig;"RS+FOS Mendig";40342;"Fallerstr. 49";56743;(02652)939390;http://www.realschuleplus-mendig.de
GS;Mertesdorf;"GS Mertesdorf";23859;"Hauptstr. 80";54318;(0651)57278;http://www.grundschule-mertesdorf-kasel.de
GS;Mertloch;"GS Mertloch";26267;"Schulstr. 2";56753;(02654)7134;http://www.gsmertloch.de
GS;Merzalben;"GS Merzalben";24628;"Bischof-Emanuel-Str. 13";66978;(06395)993469;
GS;Mettendorf;"GS Mettendorf";26373;"Hangenbach 9";54675;(06522)920300;http://www.ghsmettendorf.de
GS;Meudt;"GS Meudt";26404;"Alter Kirchweg 2";56414;(06435)8645;http://www.grundschule-meudt.de
GS;Miehlen;"GS Miehlen";24781;"Schulstr. 10";56357;(06772)7098;http://mühlbachschule-miehlen.de
GS;Minfeld;"GS Minfeld";15543;"Herrengasse 7";76872;(07275)1549;
GS;Mittelstrimmig;"GS Mittelstrimmig";24541;"Schulstr. 23";56858;(06545)8946;
GS;Mogendorf;"GS Mogendorf";27215;"Töpferstr. 7";56424;02623-929503;http://www.grundschule-mogendorf.info
GS;Mommenheim;"GS Mommenheim";15573;"Schulstr. 16";55278;(06138)941095;http://www.grundschule-mommenheim.de
GS;Monreal;"GS Monreal";15586;"Am Bahnhof";56729;(02651)76176;http://www.grundschule-monreal.de
GS;Monsheim;"GS Monsheim";15590;"Moltkestr. 5";67590;(06243)7533;www.gs-monsheim.de
BBS;Montabaur;"BBS Montabaur";60152;"Von-Bodelschwingh-Str. 33";56410;(02602)15750;http://www.bbs-montabaur.de/
GS;Montabaur;"GS Montabaur Kehrein";26116;"Gelbachstr. 1";56410;(02602)4555;http://www.gs-montabaur.de
GS;Montabaur;"GS Montabaur Waldschule";26090;"Buchenstr. 52";56410;(02602)3188;http://waldschule-montabaur.de
GY;Montabaur;"GY Montabaur Mons-Tabor";50510;"Von-Bodelschwingh-Str. 35";56410;(02602)15800;http://www.mtg-mt.de/
GY;Montabaur;"GY Montabaur Peter-Altmeier";50284;"Humboldtstr. 6";56410;(02602)134980;http://www.musikgymnasium.de
RS+;Montabaur;"RS+ Montabaur Anne Frank";40522;"Wölfchesbitzstr. 2";56410;(02602)99934-0;http://www.afrs.de/
RS+;Montabaur;"RS+ Montabaur Heinrich Roth";41256;Humboldtstr.;56410;(02602)674932-0;http://www.heinrich-roth-schule.de
GS;Monzelfeld;"GS Monzelfeld";15603;"Alte Poststr. 3";54472;(06531)6183;
GS;Monzingen;"GS Monzingen";15617;"Beindestr. 18";55569;(06751)2134;http://www.gs-monzingen.de/
GS;Morbach;"GS Morbach Blandine-Merten";15633;Laurentiusstr.19;54497;(06533)3145;
GS;Morbach;"GS Morbach Mitte";15620;"Schulstr. 21";54497;(06533)941100;http://gs-morbach.bildung-rp.de/
GS;Morbach;"GS Morbach-Gutenthal";13648;"Am Brühlbach 10";54497;(06533)4405;
GS;Morbach;"GS Morbach-Haag";13651;Morbach;54497;(06533)3184;
IGS;Morbach;"IGS Morbach";70258;"Klosterweg 7";54497;(06533)95697-0;http://www.igs-morbach.de
GS;Mörsdorf;"GS Mörsdorf";15560;"Kirchstr. 5";56290;(06762)6580;
GS;Müden;"GS Müden";24658;"Görresstr. 38";56254;(02672)911812;www.josef-goerres-schule-mueden.jimdo.com
GS;Mudersbach;"GS Mudersbach";21127;"Am Erlenwald 31";57555;(0271)353768;http://www.gsmudersbach.de
GS;Mülheim;"GS Mülheim";15663;"Schulweg 4";54486;(06534)777;http://www.grundschulemuelheim.de/
GS;Mülheim-Kärlich;"GS Mülheim-Kärlich 1";24421;"Annastr. 4";56218;(02630)1755;http://www.gs-muelheim.de
GS;Mülheim-Kärlich;"GS Mülheim-Kärlich 2";24435;"Clemensstr. 2";56218;(02630)1402;http://www.gs-christophorus.muelheim-kaerlich.de
GS;Mülheim-Kärlich;"GS Mülheim-Kärlich St. Peter und Paul";24448;"Schulstr. 25";56218;(02630)7674;
GY;Mülheim-Kärlich;"GY Mülheim-Kärlich";51515;"Reihe Bäume 21";56218;(02630)94020;http://www.gymnasium-muelheim-kaerlich.de
RS+;Mülheim-Kärlich;"RS+ Mülheim-Kärlich";41136;"Reihe Bäume 21";56218;(02630)9402-1050;http://rsplus-mk.de/
GS;Münchweiler;"GS Münchweiler/Alsenz";15676;"Ringstr. 23";67728;(06302)3026;http://www.astrid-lindgren-gs.de/
GS;Münchweiler;"GS Münchweiler/Rodalb";24615;"Römerstr. 20";66981;(06395)993466;
GS;Münster-Sarmsheim;"GS Münster-Sarmsheim";15680;"Schulstr. 15";55424;(06721)45678;http://www.Grundschule-am-Nahetor.de
GS;Münsterappel;"GS Münsterappel";24105;Schulstr.4;67822;(06362)8710;
GS;Münstermaifeld;"GS Münstermaifeld";11019;"Cusanusstr. 1";56294;(02605)2044;http://www.cusanusschule.org
GY;Münstermaifeld;"GY Münstermaifeld";50780;"Kurfürst-Balduin-Str. 12-16";56294;(02605)98010;http://www.kubagym.de
GS;Müschenbach;"GS Müschenbach";15693;"Schulstr. 24";57629;(02662)6390;http://www.sonnenbergschule-mueschenbach.de
GS;Mutterstadt;"GS Mutterstadt im Mandelgraben";15707;"Pfalzring 88";67112;(06234)928526;
GS;Mutterstadt;"GS Mutterstadt Pestalozzi";15710;"Fussgönheimer Str. 17";67112;(06234)928545;
IGS;Mutterstadt;"IGS Mutterstadt";70051;"Stuhlbruderhofstr. 12";67112;(06234)94620;http://igs-mutterstadt.bildung-rp.de/
RS+;Nachtsheim;"RS+ Nachtsheim";41449;"Greimerstälchen 3";56729;(02656)95289-0;http://www.realschule-plus-nachtsheim.de
GS;Nackenheim;"GS Nackenheim";10135;Pommardstr.;55299;(06135)9296.0;http://www.grundschule-nackenheim.de
GY;Nackenheim;"GY Nackenheim";51468;"Pommardstr. 17";55299;06135-706920;http://www.gymnasium-nackenheim.de
GS;Nanzdietschweiler;"GS Nanzdietschweiler";15737;"Bahnhofstr. 10";66909;(06383)1401;
GS;Nassau;"GS Nassau";26163;"Windener Str. 21";56377;(02604)4700;http://www.grundschule-nassau.bildung-rp.de
GS;Nastätten;"GS Nastätten";26687;"Wilhelm-Nesen-Str. 2a";56355;(06772)9670420;
IGS;Nastätten;"IGS Nastätten";70275;"Pestalozzistr. 1";56355;(06772)93050;http://www.nao-nastaetten.de
FOES;Nastätten;"SFL Nastätten";30863;"Schulstr. 18";56355;(06772)1707;http://www.taunus-schule.de
GS;Nauort;"GS Nauort";26990;"Am Hofacker 6";56237;(02601)606;http://www.grundschule-nauort.de
GS;Neidenbach;"GS Neidenbach";15766;"Bachstr. 27";54657;(06563)2510;http://www.grundschule-neidenbach.de
GS;Neidenfels;"GS Neidenfels";10465;"Schulstr. 1";67468;(06325)8376;
GS;Nentershausen;"GS Nentershausen";26643;"Aarstr. 11";56412;(06485)91087;www.gs-nentershausen.de
RS+;Nentershausen;"RS+ Nentershausen";41452;"Rheinstr. 12-14";56412;(06485)911093;http://www.rs-nentershausen.de
GS;Neroth;"GS Neroth";15770;"Schulstr. 2";54570;(06591)4267;http://nerother-mäuschen.de
GS;Neuburg;"GS Neuburg";15783;"In der Wörthenlache";76776;(07273)4340;
GRS+;Neuerburg;"GRS+ Neuerburg";40578;Schulzentrum;54673;(06564)96040;http://www.grsplus-neuerburg.de
GY;Neuerburg;"GY Neuerburg";50300;"Pestalozzistr. 21";54673;(06564)9673-0;http://www.eifel-gymnasium.de
KOLL;Neuerburg;"Koll Neuerburg";59043;"Pestalozzistr. 21";54673;(06564)9673-0;http://www.eifel-kolleg.de
GS;Neuhäusel;"GS Neuhäusel";25262;"Eitelborner Str.";56335;(02620)586;http://www.augst-schule.de
GS;Neuhofen;"GS Neuhofen";22706;"Donnersbergstr. 1";67141;(06236)1284;
GS;Neumagen-Dhron;"GS Neumagen-Dhron";25455;"Willemsstr. 55";54347;(06507)2615;
RS+;Neumagen-Dhron;"RS+ Neumagen-Dhron";40552;"Balduinstr. 6";54347;(06507)92640;
GS;Neunkhausen;"GS Neunkhausen";15813;Kirchstr.;57520;(02661)63793;
GS;Neunkirchen;"GS Neunkirchen";15827;"Finkenbergstr. 7";66887;(06385)5283;http://www.gsneunkirchen.jimdo.com
GS;Neupotz;"GS Neupotz";24598;"Schulstr. 29";76777;(07272)9725830;http://www.grundschule-neupotz.de
BBS;Neustadt;"BBS Neustadt";60242;"Robert-Stolz-Str. 30";67433;(06321)49000;http://bbs-nw.de/
BBS;Neustadt;"BBS Neustadt DLR";61730;"Breitenweg 71";67435;(06321)671-0;http://www.dlr-rheinpfalz.rlp.de
FWS;Neustadt;"FWS Neustadt";79081;"Konrad-Adenauer-Straße 14 - 16";67433;(06321)5790409;http://www.freie-goetheschule.de/
GS;Neustadt;"GS Neustadt Albert-Finck";10298;"Horstweg 21";67434;(06321)84795;http://www.dr-albert-finck-schule.de
GS;Neustadt;"GS Neustadt August-Becker";10764;"Pestalozzistr. 4";67435;(06327)3196;http://August-Becker-Schule.bildung-rp.de
GS;Neustadt;"GS Neustadt Brüder-Grimm";15830;"Kirchwiesenstr. 4";67434;(06321)88852;http://www.brueder-grimm-schule.com
GS;Neustadt;"GS Neustadt Eichendorff";10315;"Spitalbachstr. 45";67433;(06321)186675;http://www.gs-eichendorff.de
GS;Neustadt;"GS Neustadt Geinsheim";15843;"Am Hägfeld 44";67435;(06327)2378;
GS;Neustadt;"GS Neustadt Gimmeldingen";16234;"Kirchplatz 5";67435;(06321)69532;
GS;Neustadt;"GS Neustadt Hans-Geiger";18799;"Hans-Geiger-Str. 21";67434;(06321)487922;http://www.hansgeigerschule.de
GS;Neustadt;"GS Neustadt Heinz-Sielmann";11289;"Ludwigstr. 30";67433;(06321)937181;http://www.heinz-sielmann-schule.com
GS;Neustadt;"GS Neustadt Michael-Ende";15856;"Mandelring 92";67433;(06321)6186;http://www.michael-ende-schule-haardt.de
GS;Neustadt;"GS Neustadt Mussbach";11035;"Schulstr. 12";67435;(06321)69529;http://www.grundschule-mussbach.de/
GS;Neustadt;"GS Neustadt Ostschule";11275;"Konrad-Adenauer-Str. 33";67433;(06321)189998-0;http://ostschule-neustadt.de
GS;Neustadt;"GS Neustadt Schöntal";11112;"Sauterstr. 95";67433;(06321)487727;www.schoentalschule.de
GS;Neustadt;"GS Neustadt/Wied";24841;"Raiffeisenstr. 7";53577;(02683)3588;http://www.grundschule-neustadt.de
GY;Neustadt;"GY Neustadt Käthe-Kollwitz";50747;"Villenstr. 1";67433;(06321)39250;http://www.kkg-nw.de
GY;Neustadt;"GY Neustadt Kurfürst-Ruprecht";50793;"Landwehrstr. 22";67433;(06321)499010;http://www.krg-nw.de
GY;Neustadt;"GY Neustadt Leibniz";50810;"Karolinenstr. 103";67434;(06321)484448;http://www.lg-nw.de
GY;Neustadt;"GY Neustadt/Wied";51351;Friedenstr.;53577;(02683)988710;http://www.wtgn.de
RS+;Neustadt;"RS+ Neustadt/Weinstraße";40668;"Landwehrstr. 20";67433;(06321)918610;http://www.rsplus-neustadt.de
RS+;Neustadt;"RS+ Neustadt/Wied";40372;"Im Engelsgarten";53577;(02683)988720;http://rs-neustadt-wied.de
FOES;Neustadt;"SFL Neustadt";30983;"Wiesenstr. 17";67433;(06321)921841;http://www.schubert-schule-nw.de
BBS;Neuwied;"BBS Neuwied Gew./Tech.";60692;"Langendorfer Str. 65";56564;(02631)98900;http://www.drsneuwied.de
BBS;Neuwied;"BBS Neuwied JG Heinrich-Haus";62358;"Stiftsstraße 1";56566;(02622)888221;http://www.bbw-neuwied.de
BBS;Neuwied;"BBS Neuwied SFBLS";61816;"Feldkircher Str. 100";56567;(02631)970-0;http://www.blindenschule-neuwied.de/
BBS;Neuwied;"BBS Neuwied SFGLS";60706;"Elisabethstr. 48";56564;(02631)34260;http://www.lgs-neuwied.de/berufsschule.html
BBS;Neuwied;"BBS Neuwied Wirt.";62555;"Beverwijker Ring 3";56564;(02631)96450;http://www.les-neuwied.de
FWS;Neuwied;"FWS Neuwied";79021;"Augustenthaler Str. 25";56567;(02631)96420;http://www.waldorfschule-neuwied.de
GS;Neuwied;"GS Neuwied FCSN";27005;"Nodhausener Str. 35";56567;02631-957000;http://www.fcsn.de
GS;Neuwied;"GS Neuwied Geschwister-Scholl";15873;"Wallstr. 2";56564;(02631)23379;http://www.geschwister-scholl-schule-neuwied.de
GS;Neuwied;"GS Neuwied Heddesdorfer Berg";26720;"Ludwig-Erhard-Str. 14";56564;(02631)950700;
GS;Neuwied;"GS Neuwied Margareten";20676;"Schulstr. 10";56566;"(02622) 82810";
GS;Neuwied;"GS Neuwied Marien";18743;"Langendorfer Str. 165";56564;(02631)23654;http://www.gs-marienschule.de
GS;Neuwied;"GS Neuwied Sonnenland";20873;"Sonnenstr. 46";56564;(02631)24045;http://www.sonnenlandschule.de
GS;Neuwied;"GS Neuwied-Engers";22736;"Orffstr. 22";56566;(02622)2514;
GS;Neuwied;"GS Neuwied-Feldkirchen";15886;"Schillerstr. 41";56567;(02631)72348;http://www.gs-feldkirchen.de
GS;Neuwied;"GS Neuwied-Gladbach";15890;"Franz-Hals-Str. 6";56566;(02631)49133;
GS;Neuwied;"GS Neuwied-Heimbach-Weis";20680;"Sayner Str. 3";56566;(02622)81216;
GS;Neuwied;"GS Neuwied-Irlich";17482;"Apostelstr. 5";56567;(02631)71001;http://www.st-georg-schule-irlich.de
GS;Neuwied;"GS Neuwied-Niederbieber";15917;"In der Lach 1";56567;(02631)53022;
GS;Neuwied;"GS Neuwied-Oberbieber";11349;Veilchenstr.;56566;(02631)47656;http://www.gs-oberbieber.bildung-rp.de
GY;Neuwied;"GY Neuwied Heisenberg";51274;"Engerser Landstr. 32";56564;(02631)39640;http://www.whgneuwied.de
GY;Neuwied;"GY Neuwied Rhein-Wied";51214;"Im Weidchen 2";56564;(02631)39550;http://rwg-neuwied.net
IGS;Neuwied;"IGS Neuwied";70498;"Friedrich-Siegert-Str. 3";56564;(02631)98567-0;http://www.igs-neuwied.de
RS+;Neuwied;"RS+ Neuwied FCSN";42517;"Flurstr. 24";56566;02622-9212888;http://www.fcsn-rsplus.de
RS+;Neuwied;"RS+ Neuwied Heinrich-Heine";40925;"Reckstr. 24";56564;(02631)24901;http://hhr-neuwied.de/
RS+;Neuwied;"RS+ Neuwied Irlich";41272;"Marienstr. 21";56567;(02631)975720;http://www.realschule-plus-neuwied.de
RS+;Neuwied;"RS+ Neuwied-Niederbieber";41466;"In der Lach 4";56567;(02631)54751;http://css.bildung-rp.de
FOES;Neuwied;"SFBLS Neuwied";30185;"Feldkircher Str. 100";56567;(02631)970-0;http://www.blindenschule-neuwied.de/
FOES;Neuwied;"SFE Neuwied";30229;"Heimstr. 42";56566;(02631)40130-35;http://www.paul-schneider-schule.net
FOES;Neuwied;"SFG Neuwied";30442;"Orffstr. 37";56566;(02622)3244;http://www.carl-orff-schule-neuwied.de
FOES;Neuwied;"SFGLS Neuwied";30199;"Elisabethstr. 48";56564;(02631)3426-0;http://www.lgs-neuwied.de
FOES;Neuwied;"SFL Neuwied";30802;"Beverwijker Ring 5";56564;(02631)96600;http://kinzing-schule.bildung-rp.de/
FOES;Neuwied;"SFM Neuwied";30379;"Neuwieder Str. 21b";56566;(02622)705-7710;http://christiane-herzog-schule.bildung-rp.de
FOES;Neuwied;"SFS Neuwied";31194;"Schillerstr. 43";56567;(02631)975700;http://bgs-neuwied.de
STUDSEM;Neuwied;"StudSem BBS Neuwied";90502;"Beverwijker Ring 3";56564;(02631)964530;
STUDSEM;Neuwied;"StudSem FOES Neuwied";90302;"Am Weiser Bach 3";56566;(02622)972111;http://studienseminar.rlp.de/foesch/neuwied.html/
STUDSEM;Neuwied;"StudSem GS Neuwied";90002;"Am Weiser Bach 3";56566;(02622)972110;
GS;Newel;"GS Newel";10255;Triererstr.;54309;(06505)1743;http://www.grundschule-aach-newel.de
GS;Nickenich;"GS Nickenich";22749;"Kolpingstr. 18";56645;(02632)81820;http://www.grundschule-nickenich.de
GS;Nieder-Olm;"GS Nieder-Olm";15903;"Burgstr. 15";55268;(06136)919840;http://www.gsnieder-olm.de
GY;Nieder-Olm;"GY Nieder-Olm";51364;"Karl-Sieben-Str. 39";55268;(06136)91560;http://www.gymno.net
IGS;Nieder-Olm;"IGS Nieder-Olm";70198;Karl-Sieben-Str.;55268;06136-952810;http://www.igsno.de
FOES;Nieder-Olm;"SFL Nieder-Olm";31150;"Oppenheimer Str. 69";55268;(06136)2395;http://selztalschule.de
FOES;Nieder-Olm;"SFM Nieder-Olm";31314;"Maria-Montessori-Str. 2";55268;(06136)75890;
GS;Niederahr;"GS Niederahr";26056;"Oststr. 17";56414;(02602)69611;http://www.ahrbach-grundschule.de
GS;Niederbreitbach;"GS Niederbreitbach";15920;"Kurtscheider Str. 14";56589;(02638)5099;
GS;Niederbrombach;"GS Niederbrombach";11049;"Hauptstr. 2";55767;(06787)981200;http://gs-niederbrombach.bildung-rp.de
GS;Niederdürenbach;"GS Niederdürenbach";15933;"In der Hohl 16";56651;(02636)6305;
GS;Niederelbert;"GS Niederelbert";25292;"Gartenstr. 13";56412;(02602)2929;http://gs-niederelbert.bildung-rp.de/
GS;Niederfell;"GS Niederfell";20407;"Schulstr. 4";56332;(02607)4169;
FOES;Niederfell;"SFGM Niederfell";30322;"Markstr. 62";56332;(02607)69176;
GS;Niederfischbach;"GS Niederfischbach";15950;"Rothenbergstr. 15";57572;(02734)61258;
GS;Niederkirchen;"GS Niederkirchen/Deidesheim";10285;"Im Kirchgarten 23";67150;(06326)1377;http://grundschule-niederkirchen.de
GS;Niederkirchen;"GS Niederkirchen/Otterberg";15963;"Schulstr. 7";67700;(06363)205;http://gs-niederkirchen.de
GS;Niederneisen;"GS Niederneisen";24238;"Mühlgasse 4";65629;(06432)1367;
GS;Niederwerth;"GS Niederwerth";15993;"Schützenstr. 23";56179;(0261)64501;
RS+;Niederzissen;"RS+ Niederzissen";41479;"Arweg 19";56651;(02636)6693;http://www.brohltalschule.de
GS;Nierstein;"GS Nierstein";25978;"Ernst-Ludwig-Str. 22";55283;(06133)4914500;http://www.grundschule-nierstein.de
RS+FOS;Nierstein;"RS+FOS Nierstein";40144;"Bildstockerstr. 19";55283;"(06133) 509099-0";http://www.rsplus-nierstein.de
GS;Nister-Möhrendorf;"GS Nister-Möhrendorf";26240;Schulstr.;56477;(02667)1440;
GS;Nistertal;"GS Nistertal";22826;"Am Sportplatz 9";57647;(02661)40491;
GS;Nittel;"GS Nittel";16011;"Mühlenweg 4";54453;(06584)221;http://www.grundschule-nittel.de
GS;Norheim;"GS Norheim";16041;"Schulstr. 1";55585;(0671)30827;
GS;Norken;"GS Norken";16054;"Schulstr. 1";57629;(02661)3440;http://www.grundschule-Norken.de
GS;Nünschweiler;"GS Nünschweiler";25485;"Schulstr. 23";66989;(06336)993880;http://come.to/grundschule.nuenschweiler
GS;Nußbach;"GS Nußbach";16067;"Schulstr. 12";67759;(06364)433;http://www.gs-nussbach.de
GS;Ober-Olm;"GS Ober-Olm";25169;"Schulstr. 4";55270;(06136)89127;
GS;Oberdiebach;"GS Oberdiebach";26943;Schulstr.;55413;(06743)2603;http://www.ghs-petersackerhof.de
STUDSEM;Oberdiebach;"StudSem RS+ Mainz";90104;Schulstraße;55413;(06743)947185-0;http://www.studienseminar-mainz.de
STUDSEM;Oberdiebach;"StudSem RS+ Mainz TD Oberdiebach";90106;Schulstraße;55413;(06743)9471850;http://www.seminar-mz.de
GS;Oberfell;"GS Oberfell";25619;"Schulstr. 4";56332;(02605)2244;
GS;Oberkail;"GS Oberkail";16097;"Schulstr. 9";54533;(06567)331;http://www.gs-oberkail.de
GS;Oberlahr;"GS Oberlahr";16101;"Hauptstr. 10";57641;(02685)613;http://www.grundschule-oberlahr.de
GS;Obermoschel;"GS Obermoschel";24091;"Am Klausengarten 2";67823;(06362)8776;http://www.Landsbergschule-Obermoschel.de
GS;Obernheim-Kirchenarnbach;"GS Obernheim-Kirchenarnbach";24388;"Schulstr. 26";66919;(06371)2809;
